WORD	POS	CHUNK	LI	CLASS	FOCUS
multiplex	JJ	B-NP	B-IM_type	B-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
with	IN	B-PP	O	I-cinema	O
an	DT	B-NP	O	I-cinema	O
adventure	NN	I-NP	B-IM_MovGenre	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
with	IN	B-PP	O	I-cinema	O
jude	NN	B-NP	B-IM_PerActor	I-cinema	O
law	NN	I-NP	I-IM_PerActor	I-cinema	O
tonight	NN	I-NP	B-IM_date	I-cinema	O

give	VB	B-VP	O	B-movie	O
me	PRP	B-NP	O	I-movie	O
a	DT	B-NP	O	I-movie	O
horror	NN	I-NP	B-IM_MovGenre	I-movie	O
movie	NN	I-NP	B-IH	I-movie	B-FOCUS
by	IN	B-PP	O	I-movie	O
romero	NN	B-NP	B-IM_PerDirector	I-movie	O
for	IN	B-PP	O	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
afternoon	NN	I-NP	I-IM_date	I-movie	O
and	CC	O	O	B-cinema	O
the	DT	B-NP	O	I-cinema	O
closest	JJS	I-NP	O	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
to	TO	B-PP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
3-stars	JJ	I-NP	B-IM_rating	I-cinema	O
hotel	NN	I-NP	B-IH	I-cinema	O
in	IN	B-PP	O	I-cinema	O
kiev.	NN	B-NP	B-IM_LocCity	I-cinema	O

give	VB	B-VP	O	B-hotel	O
me	PRP	B-NP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
hostel	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	O	O	B-cinema	O
its	PRP$	B-NP	O	I-cinema	O
nearest	JJS	I-NP	O	I-cinema	O
theaters	NNS	I-NP	B-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
rome	NN	B-NP	B-IM_LocCity	I-cinema	O
0	0	O	O	I-cinema	O
italy	RB	O	B-IM_LocCountry	I-cinema	O

cinemas	NNS	B-NP	B-IH	B-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
paris	NN	B-NP	B-IM_LocCity	I-cinema	O
and	CC	O	O	B-movie	O
sci-fi	JJ	B-NP	B-IM_MovGenre	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
keanu	NN	B-NP	B-IM_PerActor	I-movie	O
reeves	NNS	I-NP	I-IM_PerActor	I-movie	O
shown	VBN	B-VP	O	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
week	NN	I-NP	I-IM_date	I-movie	O
?	.	O	O	I-movie	O

where	WRB	B-ADVP	O	B-hotel	O
is	VBZ	B-VP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
5-stars	JJ	I-NP	B-IM_rating	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Las	NNP	B-NP	B-IM_LocCity	I-hotel	O
Vegas	NNP	I-NP	I-IM_LocCity	I-hotel	O
and	CC	O	O	B-cinema	O
what	WP	B-NP	O	I-cinema	O
is	VBZ	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
closest	JJS	I-NP	O	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
with	IN	B-PP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
by	IN	B-PP	O	I-cinema	O
tarantino	NN	B-NP	B-IM_PerDirector	I-cinema	O
?	.	O	O	I-cinema	O

looking	VBG	B-VP	O	B-movie	O
for	IN	B-PP	O	I-movie	O
an	DT	B-NP	O	I-movie	O
action	NN	I-NP	B-IM_MovGenre	I-movie	O
movie	NN	I-NP	B-IH	I-movie	B-FOCUS
by	IN	B-PP	O	I-movie	O
sergio	NN	B-NP	B-IM_PerDirector	I-movie	O
leone	NN	I-NP	I-IM_PerDirector	I-movie	O
and	CC	O	O	B-cinema	O
a	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
theater	NN	I-NP	I-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
bali	NNS	B-NP	B-IM_LocCity	I-cinema	O

scientific	JJ	B-NP	B-IM_type	B-event	O
events	NNS	I-NP	B-IH	I-event	B-FOCUS
in	IN	B-PP	O	I-event	O
porto	NN	B-NP	B-IM_LocCity	I-event	O
and	CC	I-NP	O	B-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
with	IN	B-PP	O	I-hotel	O
swimming	VBG	B-NP	B-IM_service	I-hotel	O
pool	NN	I-NP	I-IM_service	I-hotel	O

last	JJ	B-NP	O	B-movie	O
movie	NN	I-NP	B-IH	I-movie	B-FOCUS
of	IN	B-PP	O	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
month	NN	I-NP	I-IM_date	I-movie	O
by	IN	B-PP	O	I-movie	O
spike	NN	B-NP	B-IM_PerDirector	I-movie	O
lee	NN	I-NP	I-IM_PerDirector	I-movie	O
and	CC	O	O	B-cinema	O
cinemas	NNS	B-NP	B-IH	I-cinema	B-FOCUS
where	WRB	B-ADVP	O	I-cinema	O
i	FW	B-NP	O	I-cinema	O
can	MD	B-VP	O	I-cinema	O
see	VB	I-VP	O	I-cinema	O
it	PRP	B-NP	O	I-cinema	O
in	IN	B-PP	O	I-cinema	O
NYC	NNP	B-NP	B-IM_LocCity	I-cinema	O

theaters	NNS	B-NP	B-IH	B-cinema	B-FOCUS
of	IN	B-PP	O	I-cinema	O
Rome	NNP	B-NP	B-IM_LocCity	I-cinema	O
showing	VBG	B-VP	O	I-cinema	O
Titanic	NNP	B-NP	B-IM_MovTitle	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
and	CC	O	O	B-food	O
places	VBZ	B-VP	B-IH	I-food	B-FOCUS
to	TO	I-VP	I-IH	I-food	O
eat	VB	I-VP	I-IH	I-food	O
before	IN	B-PP	O	I-food	O
the	DT	B-NP	O	I-food	O
movie	NN	I-NP	O	I-food	O
starts	NNS	I-NP	O	I-food	O

places	NNS	B-NP	B-IH	B-food	B-FOCUS
to	TO	B-VP	I-IH	I-food	O
eat	VB	I-VP	I-IH	I-food	O
in	IN	B-PP	O	I-food	O
cardiff	NN	B-NP	B-IM_LocCity	I-food	O
and	CC	I-NP	O	B-event	O
interesting	JJ	I-NP	O	I-event	O
events	NNS	I-NP	B-IH	I-event	B-FOCUS
of	IN	B-PP	O	I-event	O
today	NN	B-NP	B-IM_date	I-event	O

best	JJS	B-NP	O	B-hotel	O
resorts	NNS	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	O	I-hotel	O
stay	VB	I-VP	O	I-hotel	O
in	IN	B-PP	O	I-hotel	O
on	IN	B-PP	O	I-hotel	O
Barbados	NNP	B-NP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

cheap	JJ	B-NP	O	B-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
and	CC	I-NP	O	B-hotel	O
motels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Florence	NNP	B-NP	B-IM_LocCity	I-hotel	O

what	WP	B-NP	O	B-cinema	O
are	VBP	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
cinemas	NNS	I-NP	B-IH	I-cinema	B-FOCUS
of	IN	B-PP	O	I-cinema	O
nottingham	NN	B-NP	B-IM_LocCity	I-cinema	O
and	CC	O	O	B-movie	O
what	WP	B-NP	O	I-movie	O
are	VBP	B-VP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
samuel	JJ	B-NP	B-IM_PerActor	I-movie	O
l	NN	I-NP	I-IM_PerActor	I-movie	O
jackson	NN	I-NP	I-IM_PerActor	I-movie	O
shown	VBN	I-NP	O	I-movie	O
tomorrow	NN	I-NP	B-IM_date	I-movie	O
?	.	O	O	I-movie	O

3-stars	JJ	B-NP	B-IM_rating	B-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
New	NNP	B-NP	B-IM_LocCity	I-hotel	O
York	NNP	I-NP	I-IM_LocCity	I-hotel	O
with	IN	B-PP	O	I-hotel	O
low	JJ	B-NP	O	I-hotel	O
prices	NNS	I-NP	O	I-hotel	O

must-sees	NNS	B-NP	B-IH	B-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Manhattan	NNP	B-NP	B-IM_LocRegion	I-poi	O
and	CC	O	O	B-hotel	O
close-by	JJ	B-NP	O	I-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS

points	NNS	B-NP	B-IH	B-poi	B-FOCUS
of	IN	B-PP	I-IH	I-poi	I-FOCUS
interest	NN	B-NP	I-IH	I-poi	I-FOCUS
in	IN	B-PP	O	I-poi	O
Indianapolis	NNP	B-NP	B-IM_LocCity	I-poi	O
and	CC	I-NP	O	B-food	O
nearest	JJS	I-NP	O	I-food	O
chinese	NN	I-NP	B-IM_type	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
?	.	O	O	I-food	O

what	WP	B-NP	O	B-hotel	O
3-stars	DT	B-NP	B-IM_rating	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
has	VBZ	B-VP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
lowest	JJS	I-NP	O	I-hotel	O
prices	NNS	I-NP	O	I-hotel	O
in	IN	B-PP	O	I-hotel	O
bristol	NN	B-NP	B-IM_LocCity	I-hotel	O
?	.	O	O	I-hotel	O

what	WP	B-NP	O	B-movie	O
thriller	NN	I-NP	B-IM_MovGenre	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
by	IN	B-PP	O	I-movie	O
romero	NN	B-NP	B-IM_PerDirector	I-movie	O
are	VBP	B-VP	O	I-movie	O
shown	VBN	I-VP	O	I-movie	O
in	IN	B-PP	O	I-movie	O
beijing	VBG	B-VP	B-IM_LocCity	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
weekend	NN	I-NP	I-IM_date	I-movie	O
?	.	O	O	I-movie	O

what	WP	B-NP	O	B-event	O
events	NNS	I-NP	B-IH	I-event	B-FOCUS
are	VBP	B-VP	O	I-event	O
hosted	VBN	I-VP	O	I-event	O
in	IN	B-PP	O	I-event	O
new	JJ	B-NP	B-IM_LocCity	I-event	O
delhi	NNS	I-NP	I-IM_LocCity	I-event	O
on	IN	B-PP	O	I-event	O
February	NNP	B-NP	B-IM_date	I-event	O
?	.	O	O	I-event	O

what	WP	B-NP	O	B-movie	O
are	VBP	B-VP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
best	JJS	I-NP	O	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
fishborne	JJ	B-NP	B-IM_PerActor	I-movie	O
that	IN	B-SBAR	O	I-movie	O
i	PRP	B-NP	O	I-movie	O
can	MD	B-VP	O	I-movie	O
see	VB	I-VP	O	I-movie	O
today	NN	B-NP	B-IM_date	I-movie	O
in	IN	B-PP	O	I-movie	O
manila	NN	B-NP	B-IM_LocCity	I-movie	O
?	.	O	O	I-movie	O

find	VB	B-VP	O	B-food	O
me	PRP	B-NP	O	I-food	O
a	DT	B-NP	O	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
0	0	O	O	B-fun	O
its	PRP$	B-NP	O	I-fun	O
closest	JJS	I-NP	O	I-fun	O
pub	NN	I-NP	B-IH	I-fun	B-FOCUS
and	CC	O	O	B-event	O
a	DT	B-NP	O	I-event	O
night	NN	I-NP	O	I-event	O
event	NN	I-NP	B-IH	I-event	B-FOCUS
in	IN	B-PP	O	I-event	O
yokohama	NNP	B-NP	B-IM_LocCity	I-event	O
0	0	O	O	I-event	O
japan	NNP	B-NP	B-IM_LocCountry	I-event	O
.	.	O	O	I-event	O

i	PRP	B-NP	O	B-food	O
need	VBP	B-VP	O	I-food	O
a	DT	B-NP	O	I-food	O
good	JJ	I-NP	O	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
glasgow	NN	B-NP	B-IM_LocCity	I-food	O
and	CC	O	O	B-cinema	O
a	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
theater	NN	I-NP	I-IH	I-cinema	B-FOCUS
showing	VBG	B-VP	O	I-cinema	O
matrix	NN	B-NP	B-IM_MovTitle	I-cinema	O
this	DT	B-NP	B-IM_date	I-cinema	O
evening	NN	I-NP	I-IM_date	I-cinema	O

give	VB	B-VP	O	B-hotel	O
me	PRP	B-NP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
4-stars	JJ	I-NP	B-IM_rating	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
with	IN	B-PP	O	I-hotel	O
swimming	VBG	B-NP	B-IM_service	I-hotel	O
pool	NN	I-NP	I-IM_service	I-hotel	O
and	CC	O	O	B-cinema	O
a	DT	B-NP	O	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
not	RB	B-ADVP	O	I-cinema	O
too	RB	I-ADVP	O	I-cinema	O
far	RB	I-ADVP	O	I-cinema	O
in	IN	B-PP	O	I-cinema	O
Milan	NNP	B-NP	B-IM_LocCity	I-cinema	O
showing	VBG	B-VP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
by	IN	B-PP	O	I-cinema	O
cameron	NN	B-NP	B-IM_PerDirector	I-cinema	O

Good	JJ	B-NP	O	B-food	O
chinese	JJ	I-NP	B-IM_type	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Colorado	NNP	B-NP	B-IM_LocCity	I-food	O
Springs	NNPS	I-NP	I-IM_LocCity	I-food	O

what	WP	B-NP	O	B-food	O
sushibars	NNS	I-NP	B-IH	I-food	B-FOCUS
are	VBP	B-VP	O	I-food	O
there	RB	B-ADVP	O	I-food	O
in	IN	B-PP	O	I-food	O
LA	NNP	B-NP	B-IM_LocCity	I-food	O
and	CC	O	O	B-poi	O
which	WDT	B-NP	O	I-poi	O
are	VBP	B-VP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
closest	JJS	I-NP	O	I-poi	O
points	NNS	I-NP	B-IH	I-poi	B-FOCUS
of	IN	B-PP	I-IH	I-poi	I-FOCUS
interest	NN	B-NP	I-IH	I-poi	I-FOCUS
?	.	O	O	I-poi	O

fastfoods	NNS	B-NP	B-IH	B-food	B-FOCUS
and	CC	O	O	B-transport	O
close-by	JJ	B-NP	O	I-transport	O
gas	NN	I-NP	B-IH	I-transport	O
stations	NNS	I-NP	I-IH	I-transport	B-FOCUS
near	IN	B-PP	O	I-transport	O
Milwaukee	NNP	B-NP	B-IM_LocCity	I-transport	O

vegetarian	NN	B-NP	B-IM_type	B-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Bangalore	NNP	B-NP	B-IM_LocCity	I-food	O
and	CC	I-NP	O	B-transport	O
closest	JJS	I-NP	O	I-transport	O
metro	NN	I-NP	B-IH	I-transport	O
station	NN	I-NP	I-IH	I-transport	B-FOCUS

chalet	VB	B-VP	B-IH	B-hotel	B-FOCUS
close	RB	B-ADJP	O	I-hotel	O
to	TO	B-PP	O	I-hotel	O
Sondrio	NNP	B-NP	B-IM_LocCity	I-hotel	O
and	CC	O	O	B-poi	O
interesting	JJ	B-NP	O	I-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Valtellina	NNP	B-NP	B-IM_LocRegion	I-poi	O
.	.	O	O	I-poi	O

mexican	JJ	B-NP	B-IM_type	B-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
belfast	NN	B-NP	B-IM_LocCity	I-food	O
and	CC	O	O	B-event	O
nice	JJ	B-NP	O	I-event	O
things	NNS	I-NP	B-IH	I-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
tonight	RB	O	B-IM_date	I-event	O

cafes	NNS	B-NP	B-IH	B-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Livigno	NNP	B-NP	B-IM_LocCity	I-food	O
and	CC	I-NP	O	B-transport	O
closest	JJS	I-NP	O	I-transport	O
bus	NN	I-NP	B-IH	I-transport	O
stops	NNS	I-NP	I-IH	I-transport	B-FOCUS
.	.	O	O	I-transport	O

places	NNS	B-NP	B-IH	B-food	B-FOCUS
to	TO	B-VP	I-IH	I-food	O
eat	VB	I-VP	I-IH	I-food	O
in	IN	B-PP	O	I-food	O
L.A.	NNP	B-NP	B-IM_LocCity	I-food	O
and	CC	O	O	B-event	O
after	IN	B-PP	B-IM_date	I-event	O
dinner	NN	B-NP	I-IM_date	I-event	O
shows	NNS	I-NP	B-IH	I-event	B-FOCUS
.	.	O	O	I-event	O

restaurants	NNS	B-NP	B-IH	B-food	B-FOCUS
or	CC	I-NP	O	B-food	O
fastfoods	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
birmingham	NN	B-NP	B-IM_LocCity	I-food	O
close	NN	I-NP	O	I-food	O
to	TO	B-PP	O	I-food	O
a	DT	B-NP	O	I-food	O
cinema	NN	I-NP	B-IH	I-food	O
?	.	O	O	I-food	O

cheap	JJ	B-NP	O	B-food	O
sushi	NN	I-NP	B-IH	I-food	O
places	NNS	I-NP	I-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
oxford	NN	B-NP	B-IM_LocCity	I-food	O
and	CC	I-NP	O	B-event	O
concerts	NNS	I-NP	B-IH	I-event	B-FOCUS
of	IN	B-PP	O	I-event	O
this	DT	B-NP	B-IM_date	I-event	O
week	NN	I-NP	I-IM_date	I-event	O

any	DT	B-NP	O	B-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
sleep	VB	I-VP	I-IH	I-hotel	O
in	IN	B-PP	O	I-hotel	O
ipswich	JJ	B-NP	B-IM_LocCity	I-hotel	O
close	NN	I-NP	O	I-hotel	O
to	TO	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
town	NN	I-NP	B-IM_LocArea	I-hotel	O
center	NN	I-NP	I-IM_LocArea	I-hotel	O
?	.	O	O	I-hotel	O

cheap	JJ	B-NP	O	B-hotel	O
single	JJ	I-NP	B-IH	I-hotel	O
room	NN	I-NP	I-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
reims	NNS	B-NP	B-IM_LocCity	I-hotel	O
for	IN	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
last	JJ	I-NP	B-IM_date	I-hotel	O
week	NN	I-NP	I-IM_date	I-hotel	O
of	IN	B-PP	I-IM_date	I-hotel	O
June	NNP	B-NP	I-IM_date	I-hotel	O
and	CC	I-NP	O	B-fun	O
best	JJS	I-NP	O	I-fun	O
night	NN	I-NP	B-IH	I-fun	O
spots	NNS	I-NP	I-IH	I-fun	B-FOCUS
.	.	O	O	I-fun	O

I	PRP	B-NP	O	B-event	O
want	VBP	B-VP	O	I-event	O
to	TO	I-VP	O	I-event	O
know	VB	I-VP	O	I-event	O
the	DT	B-NP	O	I-event	O
events	NNS	I-NP	B-IH	I-event	B-FOCUS
of	IN	B-PP	O	I-event	O
tomorrow	NN	B-NP	B-IM_date	I-event	O
in	IN	B-PP	O	I-event	O
rouen	NN	B-NP	B-IM_LocCity	I-event	O
and	CC	O	O	B-hotel	O
I	PRP	B-NP	O	I-hotel	O
need	VBP	B-VP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
stay	VB	I-VP	I-IH	I-hotel	O
.	.	O	O	I-hotel	O

Los	NNP	B-NP	B-IM_LocCity	B-poi	O
Angeles	NNP	I-NP	I-IM_LocCity	I-poi	O
best	JJS	I-NP	O	I-poi	O
attractions	NNS	I-NP	B-IH	I-poi	B-FOCUS
and	CC	I-NP	O	B-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
near	IN	B-PP	O	I-hotel	O
Beverly	NNP	B-NP	B-IM_LocCity	I-hotel	O
Hills	NNP	I-NP	I-IM_LocCity	I-hotel	O
.	.	O	O	I-hotel	O

What	WP	B-NP	O	B-cinema	O
's	POS	O	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
biggest	JJS	I-NP	O	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
sunderland	NN	B-NP	B-IM_LocCity	I-cinema	O
and	CC	O	O	B-movie	O
which	WDT	B-NP	O	I-movie	O
animation	NN	I-NP	B-IM_MovGenre	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
does	VBZ	B-VP	O	I-movie	O
it	PRP	I-VP	O	I-movie	O
offer	VB	I-VP	O	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
week	NN	I-NP	I-IM_date	I-movie	O
.	.	O	O	I-movie	O

Must-see	JJ	B-NP	B-IH	B-poi	O
places	NNS	I-NP	I-IH	I-poi	B-FOCUS
and	CC	O	O	B-food	O
typical	JJ	B-NP	O	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Rennes	NNS	B-NP	B-IM_LocCity	I-food	O
.	.	O	O	I-food	O

Multiplex	NNP	B-NP	B-IM_type	B-cinema	O
cinemas	NNS	I-NP	B-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
geneve	JJ	B-NP	B-IM_LocCity	I-cinema	O
showing	VBG	I-NP	O	I-cinema	O
memento	FW	I-NP	B-IM_MovTitle	I-cinema	O
tomorrow	NN	I-NP	B-IM_date	I-cinema	O
and	CC	O	O	B-food	O
nearest	JJS	B-NP	O	I-food	O
fastfoods	NNS	I-NP	B-IH	I-food	B-FOCUS

Chinese	JJ	B-NP	B-IM_type	B-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Boston	NNP	B-NP	B-IM_LocCity	I-food	O
and	CC	I-NP	O	B-fun	O
pubs	NNS	I-NP	B-IH	I-fun	B-FOCUS
.	.	O	O	I-fun	O

where	WRB	B-ADVP	O	B-food	O
is	VBZ	B-VP	O	I-food	O
a	DT	B-NP	O	I-food	O
nice	JJ	I-NP	O	I-food	O
indian	JJ	I-NP	B-IM_type	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
with	IN	B-PP	O	I-food	O
low	JJ	B-NP	O	I-food	O
prices	NNS	I-NP	O	I-food	O
?	.	O	O	I-food	O

dining	VBG	B-VP	B-IH	B-food	O
spots	NNS	B-NP	I-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
bristol	JJ	B-NP	B-IM_LocCity	I-food	O
and	CC	I-NP	O	B-hotel	O
closest	JJS	I-NP	O	I-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS

rock	NN	B-NP	B-IM_type	B-event	O
concerts	NNS	I-NP	B-IH	I-event	B-FOCUS
with	IN	B-PP	O	I-event	O
sum	NN	B-NP	B-IM_PerGuest	I-event	O
41	CD	I-NP	I-IM_PerGuest	I-event	O
of	IN	B-PP	O	I-event	O
this	DT	B-NP	B-IM_date	I-event	O
summer	NN	I-NP	I-IM_date	I-event	O
in	IN	B-PP	O	I-event	O
Italy	NNP	B-NP	B-IM_LocCountry	I-event	O
?	.	O	O	I-event	O

good	JJ	B-NP	O	B-food	O
dinner	NN	I-NP	B-IH	I-food	O
places	NNS	I-NP	I-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Minnesota	NNP	B-NP	B-IM_LocCountry	I-food	O
and	CC	I-NP	O	B-hotel	O
hostels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
where	WRB	B-ADVP	O	I-hotel	O
to	TO	B-NP	O	I-hotel	O
sleep.	MD	O	O	I-hotel	O

Where	WRB	B-ADVP	O	B-hotel	O
is	VBZ	B-VP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
good	JJ	I-NP	O	I-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
stay	VB	I-VP	I-IH	I-hotel	O
for	IN	B-PP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
couple	NN	I-NP	O	I-hotel	O
days	NNS	I-NP	O	I-hotel	O
in	IN	B-PP	O	I-hotel	O
Jackson	NNP	B-NP	B-IM_LocCity	I-hotel	O
Hole	NNP	I-NP	I-IM_LocCity	I-hotel	O
0	0	O	O	I-hotel	O
Wyoming	NNP	B-NP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

cheap	JJ	B-NP	O	B-hotel	O
stays	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
San	NNP	B-NP	B-IM_LocCity	I-hotel	O
Francisco	NNP	I-NP	I-IM_LocCity	I-hotel	O
and	CC	I-NP	O	B-poi	O
best	JJS	I-NP	O	I-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
visit	VB	I-VP	I-IH	I-poi	O

things	NNS	B-NP	B-IH	B-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
in	IN	B-PP	O	I-event	O
alicante	NN	B-NP	B-IM_LocCity	I-event	O
this	DT	B-NP	B-IM_date	I-event	O
week	NN	I-NP	I-IM_date	I-event	O
and	CC	O	O	B-fun	O
best	RB	B-NP	O	I-fun	O
irish	JJ	I-NP	B-IM_type	I-fun	O
pubs	NNS	I-NP	B-IH	I-fun	B-FOCUS

places	NNS	B-NP	B-IH	B-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
go	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
arizona	NN	B-NP	B-IM_LocCountry	I-poi	O
and	CC	O	O	B-hotel	O
close-by	JJ	B-NP	O	I-hotel	O
hostels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	O	I-hotel	O
overnight	RB	I-VP	O	I-hotel	O

cinemas	NNS	B-NP	B-IH	B-cinema	B-FOCUS
of	IN	B-PP	O	I-cinema	O
Palermo	NNP	B-NP	B-IM_LocCity	I-cinema	O
and	CC	I-NP	O	B-movie	O
action	NN	I-NP	B-IM_MovGenre	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
directed	VBN	B-VP	O	I-movie	O
by	IN	B-PP	O	I-movie	O
tarantino	NN	B-NP	B-IM_PerDirector	I-movie	O
shown	VBN	B-VP	O	I-movie	O
tomorrow	NN	B-NP	B-IM_date	I-movie	O

restaurants	NNS	B-NP	B-IH	B-food	B-FOCUS
and	CC	I-NP	O	B-cinema	O
cinemas	NNS	I-NP	B-IH	I-cinema	B-FOCUS
with	IN	B-PP	O	I-cinema	O
parking	NN	B-NP	B-IM_service	I-cinema	O
for	IN	B-PP	I-IM_service	I-cinema	O
disabled	JJ	B-NP	I-IM_service	I-cinema	O
people	NNS	I-NP	I-IM_service	I-cinema	O
in	IN	B-PP	O	I-cinema	O
